QKEY,INTERVIEW_START_W119,INTERVIEW_END_W119,DEVICE_TYPE_W119,LANG_W119,FORM_W119,DESRISK_COMF_W119,DESRISK_CREAT_W119,DESRISK_NTECH_W119,RISK2_W119,AI_HEARD_W119,CNCEXC_W119,USEAI_W119,AIKNOW1_W119,AIKNOW2_W119,AIKNOW3_W119,AIKNOW5_W119,AIKNOW6_W119,AIKNOW7_W119,AIKNOW1_CORRECT_W119,AIKNOW2_CORRECT_W119,AIKNOW3_CORRECT_W119,AIKNOW5_CORRECT_W119,AIKNOW6_CORRECT_W119,AIKNOW7_CORRECT_W119,AIKNOW_INDEX_W119,AIHCCOMF_W119,AIHCTRT1_W119,AIHCTRT2_W119,MEDBIAS_W119,AIHCCHG_QUAL_W119,AIHCCHG_MIST_W119,AIHCCHG_REL_W119,AIHCCHG_RACETHN_W119,AIHCCHG_SECUR_W119,HCMEDBIAS_W119,BIASBETR_OE1_W119,BIASBETR_OE2_W119,BIASBETR_OE3_W119,BIASBETR_REFUSED_W119,BIASWORS_OE1_W119,BIASWORS_OE2_W119,BIASWORS_OE3_W119,BIASWORS_REFUSED_W119,BIASSAME_OE1_W119,BIASSAME_OE2_W119,BIASSAME_OE3_W119,BIASSAME_REFUSED_W119,SCDETECT1_W119,SCDETECT2_W119,SCDETECT3_W119,SCDETECT4_W119,AIMH1_W119,AIMH2_W119,AIMH3_W119,AIMH5_W119,AIPAIN1_W119,AIPAIN2_W119,AIPAIN3_W119,AIPAIN4_W119,SROBOT1_W119,SROBOT2_W119,SROBOT3_W119,AIPROT1_W119,AIPROT2_W119,AICROP1_W119,AICROP2_W119,AIEXT1_W119,AIEXT2_W119,AINEWS1_W119,AINEWS2_W119,AIIMAG1_W119,AIIMAG2_W119,EMPLSIT_W119,JOBAPPYR_W119,INDUSTRYCOMBO_W119,AIWRK2_a_W119,AIWRK2_b_W119,AIWRK2_c_W119,AIWRK3_a_W119,AIWRK3_b_W119,AIWRK3_c_W119,AIWRKH1_W119,AIWRKH2_a_W119,AIWRKH2_b_W119,AIWRKH3_a_W119,AIWRKH3_b_W119,AIWRKH3_c_W119,AIWRKH3_d_W119,AIWRKH4_W119,AIWRKH5Y_OE1_W119,AIWRKH5Y_OE2_W119,AIWRKH5Y_OE3_W119,AIWRKH5Y_REFUSED_W119,AIWRKH5N_OE1_W119,AIWRKH5N_OE2_W119,AIWRKH5N_OE3_W119,AIWRKH5N_REFUSED_W119,HIREBIAS1_W119,HIREBIAS2_W119,AIWRKM1_W119,AIWRKM2_a_W119,AIWRKM2_b_W119,AIWRKM2_c_W119,AIWRKM2_d_W119,AIWRKM2_e_W119,AIWRKM2_f_W119,AIWRKM3_a_W119,AIWRKM3_b_W119,AIWRKM3_c_W119,AIWRKM3_d_W119,AIWRKM3_e_W119,AIWRKM3_f_W119,AIWRKM4_a_W119,AIWRKM4_b_W119,EVALBIAS1_W119,EVALBIAS2_W119,FACERECWK1_W119,FACERECWK2_a_W119,FACERECWK2_b_W119,FACERECWK2_c_W119,FACERECWK3_a_W119,FACERECWK3_b_W119,FACERECWK3_c_W119,TWITTER1_MOD_W119,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W119
202001017234,12/13/2022 17:49:14,12/13/2022 18:34:09,1,1,1,2,3,4,2,2,2,5,1,3,3,1,3,2,1,0,1,1,1,1,5,4,2,1,2,2,2,2,3,2,3, , , ,0, , , ,0, , , ,0,3,2,4,3,3,3,4,3, , , , , , , ,3,3,2,2, , ,3,3, , ,5,2, ,9,2,9,3,9,3,3,2,2,2,2,2,2,2, , , ,0,98, , ,1,2,4,3,9,1,9,1,2,2,3,3,3,3,3,2,2,2,2,3,2,1,2,1,2,2,1,2,1,3,7,1,4,1,1,6,2, ,1,1,1,1,1,99,1,1,1,4,1, ,1,1,1,99,2,2,1,99,0.24392885809780215
202001017267,12/13/2022 15:45:16,12/13/2022 15:59:25,1,1,2,3,3,3,2,2,3,5,1,2,9,9,9,2,1,1,0,0,0,1,3,2,3,2,2,1,3,2,3,3,3, , , ,0, , , ,0,50, , ,1, , , , , , , , ,3,2,3,2,3,1,2, , , , ,2,1, , ,2,2,1,2,5,2,2,2,2,2,2,3,1,2,1,3,1,3,1,3, , ,1, , , ,0,2,2,2,2,2,2,1,9,2,3,2,9,3,2,1,1,9,2,2,2,1,2,2,2,1,1,1,1,4,8,2,2,2,1,6,2, ,1,1,1,1,1,1,2,2,2,2,3,1,1,2,1,9,3,1,1,3,1.1975341563465798
202001017353,12/13/2022 20:48:26,12/13/2022 21:26:44,1,1,1,3,2,4,2,2,2,5,1,9,9,1,3,2,1,0,0,1,1,1,4,4,2,1,3,2,2,2,3,2,3, , , ,0, , , ,0, , , ,0,3,1,1,1,3,9,3,1, , , , , , , ,3,9,3,9, , ,3,3, , ,2,2,2,1,3,1,3,9,2,2,2,2,2,1,2,2,2, , , ,0,98, , ,1,2,2,3,2,1,2,1,2,2,2,2,9,2,9,1,2,2,2,2,2,1,2,2,2,9,2,1,1,2,3,2,4,1,3,2,2, ,1,1,1,1,1,1,12, ,3,6,3,2,2,4,1,1,4,3,2,1,1.7165654252320215
202001017379,12/13/2022 16:22:32,12/13/2022 16:44:12,1,1,1,3,2,3,1,2,3,3,1,2,9,1,3,4,1,1,0,1,1,0,4,2,3,1,3,3,3,2,1,1,3, , , ,0, , , ,0, , , ,0,3,1,2,1,3,3,3,1, , , , , , , ,3,1,3,1, , ,3,3, , ,5,2, ,2,3,1,2,9,2,3,2,2,9,9,2,2,2, , , ,0,99, , ,99,3, ,3,9,9,9,9,2,2,2,2,2,2,2,2,2,2,3, ,2,9,9,9,3,9,2,2,2,2,3,3,4,1,1,6,2, ,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,99,1,2,1,99,0.30909524118984927
202001017409,12/14/2022 09:01:48,12/14/2022 09:17:29,2,1,1,4,2,3,2,2,3,5,2,3,3,1,3,2,0,0,1,1,1,1,4,4,2,1,1,2,2,2,3,3,3, , , ,0, , , ,0, , , ,0,3,1,3,3,3,3,4,3, , , , , , , ,3,1,3,1, , ,3,3, , ,1,2,4,1,1,1,2,3,2,3,2,2,2,2,2,2,2, , , ,0,1, , ,1,1,3,3,9,9,2,1,2,2,1,2,9,9,3,1,2,2,1,3,2,1,2,1,2,2,1,2,2,3,6,3,3,1,3,2,2, ,1,1,1,1,1,1,11, ,4,6,2, ,2,4,1,2,5,2,2,2,1.9888673952250544
202001017428,12/17/2022 12:18:27,12/17/2022 12:28:04,2,1,1,4,3,3,2,2,3,5,9,9,9,9,4,9,0,0,0,0,0,0,0,4,3,1,1,3,3,3,3,1,2, , , ,0, , , ,0, , , ,0,3,9,3,3,2,9,3,1, , , , , , , ,3,9,3,9, , ,3,9, , ,1,2,6,1,1,1,9,9,9,3,9,2,3,1,2,9,1,99, , ,99, , , ,0,1,2,3,2,2,2,2,2,9,3,1,3,3,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,3,7,1,2,2,2,4,2, ,1,1,1,1,1,5,3,2,4,2,1, ,1,1,1,2,2,1,1,2,0.2697438601204354
202001017438,12/17/2022 17:19:06,12/17/2022 17:41:16,1,1,2,2,2,2,1,2,1,4,1,9,3,1,3,2,1,0,1,1,1,1,5,3,3,99,2,3,1,1,1,3,2,20, , ,1, , , ,0, , , ,0, , , , , , , , ,3,9,2,3,3,1,2, , , , ,2,1, , ,3,1,5,2, ,1,2,2,2,9,9,2,1,1,1,1,1,9,1,1, , ,1, , , ,0,2,2,2,2,2,2,2,1,9,3,2,9,3,3,2,9,9,2,2,2,2,9,2,2,2,2,2,1,3,5,1,4,1,1,6,2, ,1,1,1,1,1,1,10, ,3,5,2, ,2,4,1,8,4,2,2,2,0.41793209024426675
202001017470,12/15/2022 22:41:55,12/15/2022 22:56:41,2,1,2,5,2,3,2,2,2,4,1,9,3,1,1,1,1,0,1,1,0,0,3,3,2,1,3,3,2,2,3,2,4, , , ,0,99, , ,99, , , ,0, , , , , , , , ,3,9,4,2,3,9,3, , , , ,2,2, , ,3,9,2,2,1,2,99,2,2,2,2,2,2,2,9,9,9,9,2, , , ,0,99, , ,99,2,4,99,1,1,1,1,1,1,2,3,2,2,2,2,1,1,2,3,2,9,9,9,9,9,9,2,2,3,5,3,2,2,3,2,2, ,1,1,1,1,1,1,1,1,1,2,1, ,1,1,1,1,1,1,2,1,1.403966634314483
202001017475,12/15/2022 17:22:39,12/17/2022 12:16:37,2,1,1,4,3,3,1,2,1,3,1,2,2,1,3,9,1,1,0,1,1,0,4,2,1,1,2,1,1,3,1,1,2, , , ,0, , , ,0, , , ,0,2,9,2,1,3,9,2,1, , , , , , , ,3,9,3,9, , ,2,2, , ,1,2,3,1,1,1,9,9,9,3,1,2,3,1,9,2,1,7, , ,1, , , ,0,2,2,3,9,2,2,1,9,1,9,9,2,3,9,9,1,2,2,2,3,1,9,9,3,2,9,2,1,1,2,2,2,2,1,6,2, ,1,1,1,1,1,6,5, ,4,5,2, ,2,4,1,6,4,2,2,2,0.27559587683741266
202001017495,12/13/2022 14:37:39,12/13/2022 14:47:03,2,1,1,2,3,3,1,2,1,2,1,2,3,1,3,2,1,1,1,1,1,1,6,2,3,1,2,3,3,2,1,3,3, , , ,0, , , ,0, , , ,0,3,2,2,3,3,3,4,3, , , , , , , ,3,1,3,1, , ,3,3, , ,2,2,8,2,2,1,1,2,1,2,1,2,3,1,1,3,1,1, , ,1, , , ,0,2,1,3,1,9,1,1,1,1,3,3,2,2,2,1,1,1,2,2,2,1,2,1,2,3,2,1,1,2,4,2,3,1,2,3,2, ,1,1,1,1,1,1,1,2,1,4,3,1,1,2,1,6,3,2,1,2,0.31175360904007793
202001017508,12/15/2022 11:45:57,12/15/2022 12:04:51,1,1,1,3,4,2,2,1,3,2,1,2,3,1,3,2,1,1,1,1,1,1,6,2,1,1,2,1,1,3,3,3,3, , , ,0, , , ,0, , , ,0,3,9,2,1,2,1,3,2, , , , , , , ,3,9,3,9, , ,3,9, , ,1,1,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2, , , ,0,4,1, ,1,2,3,2,2,2,2,1,2,1,2,2,9,9,3,1,2,2,2,3,3,2,2,2,3,4,2,2,1,3,5,2,2,2,1,5,2, ,1,1,1,1,1,1,9, ,3,6,4,1,1,2,1,9,3,1,2,3,0.39666490409518784
202001017527,12/13/2022 14:39:56,12/13/2022 14:52:47,2,1,2,2,2,2,2,1,1,2,1,2,3,1,3,2,1,1,1,1,1,1,6,2,1,2,3,1,1,3,1,1,1,10, , ,1, , , ,0, , , ,0, , , , , , , , ,3,9,2,3,2,1,2, , , , ,2,1, , ,3,2,1,2,11,2,3,2,1,1,1,2,9,2,3,3,2,1,1,2, , ,1, , , ,0,2,2,3,9,2,9,1,9,9,3,3,9,9,2,2,9,9,3, ,3,1,2,9,3,2,2,1,1,3,5,2,3,1,1,6,2, ,1,1,1,1,1,6,2,2,2,2,1, ,1,2,1,9,3,1,1,3,0.2055862630375627
202001017542,12/17/2022 11:48:12,12/17/2022 11:59:46,2,1,2,3,2,2,1,2,3,2,1,2,3,1,3,2,1,1,1,1,1,1,6,3,2,1,1,2,3,2,1,2,2,99, , ,99, , , ,0, , , ,0, , , , , , , , ,3,9,4,2,3,9,3, , , , ,3,1, , ,3,9,2,2,6,1,1,1,3,2,2,3,2,2,3,1,2,2,2, , , ,0,99, , ,99,1,2,3,1,1,2,1,1,9,2,3,2,1,9,1,9,9,1,1,2,2,9,9,3,9,3,1,1,3,5,2,2,2,3,2,2, ,1,1,1,1,1,1,1,1,1,3,4,1,1,2,1,8,3,1,2,2,1.5686262479190485
202001017557,12/13/2022 15:02:28,12/13/2022 15:31:18,2,1,2,4,2,2,2,2,3,4,1,2,3,1,3,2,1,1,1,1,1,1,6,2,1,2,2,1,1,1,1,1,1,10, , ,1, , , ,0, , , ,0, , , , , , , , ,2,2,2,1,2,1,2, , , , ,2,1, , ,3,1,1,2,4,1,1,1,2,2,2,2,2,2,9,9,9,9,2, , , ,0,1, , ,1,1,3,2,9,1,2,1,2,2,2,2,2,3,3,2,9,9,2,3,2,1,2,1,3,2,2,2,1,2,3,2,3,2,2,3,2, ,1,1,1,1,1,3,2,2,2,6,1, ,1,2,1,4,3,2,2,2,0.37193598458811417
202001017564,12/14/2022 03:49:17,12/14/2022 04:07:52,1,1,2,3,4,3,2,2,3,4,1,2,3,1,3,2,1,1,1,1,1,1,6,2,1,2,3,1,1,1,1,3,2,20, , ,1, , , ,0, , , ,0, , , , , , , , ,3,1,1,3,2,1,1, , , , ,3,1, , ,3,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,2,3,1,99, , ,1, , , ,0,1,2,3,9,9,9,1,1,1,1,3,9,9,9,1,9,9,2,1,3,1,1,1,3,9,2,2,2,3,5,2,2,2,1,5,2, ,1,1,1,1,1,1,1,2,1,5,1, ,1,1,1,8,2,2,2,3,1.082485412085042
202001017567,12/13/2022 16:12:00,12/13/2022 16:37:20,1,1,2,4,2,2,2,2,2,5,2,2,3,1,3,9,0,1,1,1,1,0,4,4,2,1,2,2,2,2,2,2,4, , , ,0,99, , ,99, , , ,0, , , , , , , , ,2,2,4,2,2,1,4, , , , ,2,1, , ,3,1,5,2, ,1,9,1,3,9,3,3,2,2,3,2,3,3,2, , , ,0,99, , ,99,2,4,2,9,9,9,1,1,9,3,4,3,3,3,1,2,9,2,4,3,1,9,1,2,2,2,2,1,3,5,1,4,1,2,3,2, ,1,1,1,1,1,5,1,2,1,6,1, ,1,1,1,6,2,2,2,3,0.29650986941024043
202001017587,12/13/2022 19:49:31,12/13/2022 20:07:01,3,1,2,3,1,3,1,2,3,5,9,2,1,1,3,9,0,1,0,1,1,0,3,2,1,1,1,1,3,3,3,3,3, , , ,0, , , ,0,97, , ,1, , , , , , , , ,2,9,3,1,2,9,3, , , , ,3,1, , ,2,1,5,2, ,1,1,1,2,1,2,3,9,2,9,1,9,9,1,99, , ,99, , , ,0,1,2,3,2,1,2,1,1,1,3,2,2,3,2,1,9,9,1,3,2,1,2,2,2,1,1,2,1,3,6,2,4,2,2,3,2, ,1,4,4,1,1,6,1,2,1,2,2, ,2,4,1,3,4,2,2,2,0.2684312307042934
202001017588,12/13/2022 22:22:03,12/13/2022 22:51:47,2,1,2,3,2,2,2,3,3,5,9,3,2,1,2,1,0,0,0,1,0,0,1,3,2,1,1,1,2,2,2,1,2,10, , ,1, , , ,0, , , ,0, , , , , , , , ,3,1,3,1,3,9,4, , , , ,3,9, , ,3,9,1,1,8,1,1,1,1,1,1,3,1,2,2,1,3,2,2, , , ,0,7, , ,1,1,2,3,1,1,9,1,1,1,1,2,2,1,2,2,2,2,1,2,3,1,1,1,1,3,3,2,2,3,6,2,2,2,1,5,2, ,1,2,2,1,1,1,1,1,1,5,3,2,2,3,1,5,2,1,2,2,0.5192131184053032
202001017602,12/13/2022 15:01:25,12/13/2022 15:21:28,2,1,2,4,2,2,1,2,3,4,1,2,3,1,3,2,1,1,1,1,1,1,6,3,2,1,1,2,1,2,1,2,3, , , ,0, , , ,0,21, , ,1, , , , , , , , ,3,2,3,3,1,1,2, , , , ,3,1, , ,3,1,1,2,2,1,2,1,1,1,1,3,1,2,1,1,2,3,1,99, , ,99, , , ,0,2,2,3,2,2,2,1,9,1,2,1,2,2,2,1,2,2,2,3,3,2,9,2,2,3,2,2,2,2,3,3,2,2,2,4,2, ,1,1,1,1,1,1,1,2,1,5,2, ,2,3,2,7,3,2,2,2,1.5633669415577354
202001017608,12/13/2022 15:26:00,12/13/2022 15:48:53,1,1,2,4,3,3,1,2,3,5,2,3,1,9,2,2,0,0,0,0,0,1,1,4,3,1,2,3,3,2,3,3,3, , , ,0, , , ,0,96, , ,1, , , , , , , , ,2,2,2,3,2,2,3, , , , ,2,1, , ,2,2,1,2,5,2,2,9,2,2,9,3,9,2,3,1,3,9,2, , , ,0,7, , ,1,2,2,3,1,1,1,1,1,1,3,2,9,9,9,2,9,9,2,2,2,1,9,9,9,2,2,2,2,2,4,3,3,2,1,5,2, ,1,1,1,1,1,1,2,1,2,2,1, ,1,1,99,6,1,2,1,2,1.2057411468956334
202001017618,12/13/2022 19:28:52,12/13/2022 20:02:42,2,1,2,3,2,2,2,1,1,2,1,2,3,1,3,2,1,1,1,1,1,1,6,1,1,2,3,1,1,3,1,3,1,10, , ,1, , , ,0, , , ,0, , , , , , , , ,2,1,1,1,2,1,1, , , , ,1,1, , ,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1, , ,1, , , ,0,2,1,2,1,1,1,1,1,1,1,3,1,2,1,2,1,1,2,2,1,1,1,1,4,2,2,2,1,4,8,2,4,1,1,6,2, ,1,1,1,1,1,1,9, ,3,6,4,99,9,9,1,9,3,2,2,2,0.5852195310151128
202001017629,12/13/2022 19:22:53,12/13/2022 19:37:12,2,1,1,3,2,3,2,2,3,5,1,2,9,9,9,2,1,1,0,0,0,1,3,1,2,1,3,2,2,2,3,3,3, , , ,0, , , ,0, , , ,0,3,9,4,2,3,9,4,3, , , , , , , ,3,9,3,9, , ,3,3, , ,1,2,8,2,3,1,3,3,3,2,2,2,9,3,3,3,2, , , ,0,11,1, ,1,3, ,3,2,2,2,2,2,2,2,2,3,3,4,1,2,2,3, ,3,1,2,9,3,9,2,2,1,3,6,3,2,1,2,3,2, ,1,1,1,1,1,1,1,1,1,4,1, ,1,1,1,9,2,2,1,2,1.0015907580596344
202001017640,12/17/2022 17:09:06,12/17/2022 17:16:52,2,1,1,3,3,3,2,3,3,2,9,9,9,9,9,9,0,0,0,0,0,0,0,3,3,1,2,2,1,2,1,1,2, , , ,0, , , ,0, , , ,0,3,1,2,1,3,9,3,1, , , , , , , ,3,9,3,9, , ,3,9, , ,2,2,2,1,2,2,3,2,2,3,2,2,9,1,9,2,2, , , ,0,99, , ,99,2,2,3,2,2,2,2,2,2,9,9,9,9,9,1,2,2,2,3,3,2,2,2,9,9,9,2,1,1,2,2,2,2,3,2,2, ,1,1,1,1,1,1,12, ,3,6,4,1,1,1,2,6,2,2,2,2,1.952601512325779
202001017645,12/13/2022 20:28:27,12/13/2022 20:54:48,2,1,2,3,3,3,1,2,3,2,1,2,99,9,3,2,1,1,0,0,1,1,4,3,3,1,2,2,1,2,2,3,4, , , ,0,90, , ,1, , , ,0, , , , , , , , ,3,3,3,3,2,2,3, , , , ,3,2, , ,3,2,3,2, ,1,2,1,2,9,2,2,1,2,9,1,2,3,1,3, , ,1, , , ,0,2,2,3,2,2,2,1,9,9,2,3,3,3,9,2,9,2,2,3,3,9,2,1,2,2,2,1,1,3,6,2,2,2,1,5,2, ,1,1,1,1,1,1,1,2,1,3,1, ,1,1,1,9,2,2,2,2,0.674096913935111
202001017658,12/13/2022 14:43:05,12/13/2022 14:50:48,2,1,1,2,2,1,1,2,2,5,3,9,1,3,3,3,0,0,0,0,1,0,1,1,1,1,2,1,1,1,1,1,3, , , ,0, , , ,0, , , ,0,2,1,3,1,1,2,2,2, , , , , , , ,2,1,2,1, , ,2,2, , ,3,1, ,3,1,2,1,2,2,2,2,2,1,1,1,1,1,5, , ,1, , , ,0,1,2,2,1,1,1,2,1,2,3,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,2,1,3,5,1,2,1,1,5,2, ,1,2,2,1,1,6,1,1,1,5,3,1,1,9,1,1,99,1,2,2,0.2180390131997799
202001017661,12/13/2022 19:42:52,12/13/2022 20:02:59,2,1,1,3,3,2,1,2,3,5,1,2,3,1,3,2,1,1,1,1,1,1,6,4,3,1,1,3,1,3,3,2,3, , , ,0, , , ,0, , , ,0,3,2,1,3,3,3,4,1, , , , , , , ,3,9,3,9, , ,3,3, , ,1,2,5,2,2,2,9,9,9,3,9,2,3,3,9,2,2, , , ,0,7, , ,1,1,3,3,2,9,2,1,9,9,3,1,3,3,3,1,2,2,1,3,3,9,2,2,1,1,1,2,1,1,2,2,4,2,1,6,2, ,1,1,1,1,1,3,1,1,1,1,1, ,1,1,1,5,2,2,1,2,0.30131253503687233
202001017664,12/13/2022 14:44:42,12/13/2022 15:04:09,2,1,1,3,3,3,2,3,2,5,9,9,9,9,9,9,0,0,0,0,0,0,0,2,3,1,3,2,3,2,3,3,3, , , ,0, , , ,0, , , ,0,3,9,2,3,3,9,3,1, , , , , , , ,3,9,3,9, , ,3,9, , ,5,2, ,1,3,1,9,9,9,3,9,9,3,1,3,9,1,9, , ,1, , , ,0,3, ,3,9,9,9,9,9,9,3,2,9,9,9,1,9,9,3, ,3,9,2,9,3,9,4,2,1,2,3,2,3,1,1,5,2, ,1,1,1,1,1,3,1,2,1,6,3,1,1,1,1,9,2,2,2,3,0.427001274115124
202001017677,12/13/2022 15:20:58,12/13/2022 15:31:16,1,1,2,2,1,2,1,1,3,2,1,2,3,1,3,2,1,1,1,1,1,1,6,1,1,2,2,1,1,3,1,2,1,30, , ,1, , , ,0, , , ,0, , , , , , , , ,3,1,1,1,2,1,2, , , , ,2,1, , ,2,1,1,2,9,2,2,2,1,1,1,1,1,2,9,1,1,3,1,99, , ,99, , , ,0,2,2,2,9,2,2,1,1,1,2,3,2,2,2,2,1,1,2,2,2,1,2,1,3,3,2,1,1,3,7,2,3,1,1,6,2, ,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,9,3,1,1,3,0.9708137414847294
202001017679,12/15/2022 11:14:59,12/16/2022 06:53:50,2,1,2,3,1,2,1,2,2,5,1,2,3,1,3,2,1,1,1,1,1,1,6,3,2,1,1,2,2,2,1,2,2,10, , ,1, , , ,0, , , ,0, , , , , , , , ,2,1,3,3,1,1,3, , , , ,2,1, , ,2,1,1,2,11,1,1,1,3,2,2,3,2,2,2,1,2,2,2, , , ,0,4, , ,1,1,1,2,2,1,2,1,2,1,2,1,3,1,9,1,2,2,1,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,6,1,2,1,2,3,1,1,2,10, ,3,6,2, ,2,4,1,9,4,1,1,2,0.10301359186935986
202001017696,12/17/2022 16:28:50,12/17/2022 16:42:06,2,1,1,3,1,2,1,1,1,3,1,2,9,1,3,2,1,1,0,1,1,1,5,3,2,1,2,1,2,1,2,2,2, , , ,0, , , ,0, , , ,0,3,1,2,1,2,2,4,1, , , , , , , ,3,1,3,1, , ,2,2, , ,1,2,3,1,1,1,2,2,2,3,9,9,1,1,1,1,2, , , ,0,1,11, ,1,1,1,3,2,2,2,1,9,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,3,2,1,1,1,2,4,2,1,1,2,3,1,1,1,1,3,1,1,6,12, ,3,6,4,1,1,2,1,3,3,1,2,2,2.4863765074909137
202001017698,12/13/2022 23:08:13,12/13/2022 23:25:04,2,1,1,2,3,1,1,2,2,5,1,2,9,4,3,2,1,1,0,0,1,1,4,4,2,1,2,2,2,2,2,2,4, , , ,0, , , ,0, , , ,0,3,1,2,1,3,2,3,1, , , , , , , ,3,1,3,1, , ,3,3, , ,1,2,11,1,2,1,3,3,2,3,2,2,1,2,1,1,2, , , ,0,99, , ,99,2,2,3,2,2,2,2,1,1,3,1,3,3,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,3,5,2,2,1,2,4,2, ,4,3,5,1,4,1,2,2,2,4,1, ,1,1,1,5,2,2,2,2,1.7959088168715849
202001017738,12/17/2022 08:39:00,12/17/2022 11:36:48,2,1,1,1,1,3,1,1,3,5,9,2,99,9,9,2,0,1,0,0,0,1,2,4,2,1,1,2,2,3,2,2,5, , , ,0, , , ,0, , , ,0,3,9,4,3,3,9,4,3, , , , , , , ,3,9,3,9, , ,3,9, , ,1,2,13,9,9,9,3,3,3,3,9,9,9,9,9,9,2, , , ,0,1, , ,1,1,5,3,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,99,3,1,2,2,1,1,1,2,1,3,5,3,4,2,3,2,2, ,4,2,2,1,4,1,1,1,1,1,2, ,2,4,1,9,5,2,2,2,0.765469445038579
202001017751,12/15/2022 20:21:15,12/15/2022 20:29:50,2,1,2,5,3,2,2,3,3,5,9,9,9,9,9,9,0,0,0,0,0,0,0,2,3,1,2,1,1,1,3,1,3, , , ,0, , , ,0,99, , ,99, , , , , , , , ,3,9,3,3,1,2,2, , , , ,3,9, , ,3,9,4,2, ,9,9,9,9,9,9,3,9,9,9,9,9,9,2, , , ,0,99, , ,99,2,3,2,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,3,1,2,2,2,4,9,4,2,2,3,5,3,2,2,3,1,2, ,1,2,2,1,1,1,1,2,1,2,2, ,2,3,1,1,3,2,2,1,0.6664341714126318
202001017779,12/13/2022 14:38:46,12/13/2022 16:33:17,1,1,1,3,1,1,2,2,2,1,1,2,3,1,3,2,1,1,1,1,1,1,6,3,2,1,1,2,2,2,2,3,5, , , ,0, , , ,0, , , ,0,3,1,3,2,3,2,3,2, , , , , , , ,3,1,3,1, , ,3,3, , ,1,1,9,2,2,2,2,2,2,3,1,2,2,1,2,3,2, , , ,0,4,1, ,1,1,3,3,2,2,2,1,2,1,3,1,3,3,3,1,2,2,1,3,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,6,2, ,1,3,5,1,1,1,11, ,4,6,2, ,2,4,1,7,4,1,2,2,0.43164952759683595
202001017790,12/13/2022 17:12:15,12/13/2022 17:32:46,2,1,1,3,2,3,2,3,2,99,1,2,9,1,3,2,1,1,0,1,1,1,5,4,2,1,3,2,2,2,2,2,3, , , ,0, , , ,0, , , ,0,3,9,3,3,3,3,4,3, , , , , , , ,3,9,3,9, , ,3,9, , ,1,2,3,9,3,9,9,3,9,3,2,2,2,9,2,2,99, , , ,0, , , ,0,99, ,3,9,9,9,9,2,9,9,9,9,9,9,9,2,9,2,99,3,9,2,9,9,9,2,2,1,4,8,1,3,2,3,2,2, ,1,1,1,1,1,2,99,2,99,6,1, ,1,1,1,3,2,1,2,2,0.9751027650192755
202001017825,12/13/2022 15:50:52,12/13/2022 16:08:38,2,1,2,3,3,2,2,2,3,5,9,9,9,1,9,9,0,0,0,1,0,0,1,3,1,1,2,1,1,3,3,3,3, , , ,0, , , ,0,99, , ,99, , , , , , , , ,3,9,3,3,2,9,2, , , , ,3,9, , ,3,9,5,2, ,9,3,9,9,9,9,3,2,2,2,2,2,2,2, , , ,0,99, , ,99,2,3,3,2,2,2,2,2,2,3,2,4,4,4,1,2,2,2,3,3,2,2,2,2,9,1,1,2,3,7,3,4,2,2,4,2, ,1,5,4,1,1,1,1,1,1,3,1, ,1,1,1,3,2,2,2,2,1.1187174246387612
202001017837,12/13/2022 15:27:28,12/13/2022 15:42:26,2,1,1,3,3,3,1,2,3,3,4,3,3,1,1,2,0,0,1,1,0,1,3,2,1,1,2,3,1,2,1,3,2, , , ,0, , , ,0, , , ,0,3,1,1,2,3,1,3,1, , , , , , , ,3,1,3,1, , ,3,9, , ,5,2, ,1,2,1,2,2,2,3,1,9,9,9,9,9,1,98, , ,1, , , ,0,2,3,3,2,1,2,2,9,9,9,2,9,2,3,1,2,2,2,3,2,2,2,2,1,9,1,2,1,4,9,3,4,2,2,3,2, ,1,1,1,1,1,1,2,2,2,2,3,1,1,1,1,7,2,2,1,2,0.5247498435845838
